Secret codes for all landscapes in The Sentinel (aka The Sentry)

Generated by: https://github.com/simonowen/sentcode

+------+----------+----------+----------+----------+----------+
| Land | BBC/C64  |   CPC    | Spectrum |  PC/ST   |  Amiga   |
| 1630 | 06775657 | 18836781 | 09624714 | 14454748 | 95954644 |
| 1631 | 28688088 | 12733048 | 70571385 | 83915542 | 74856543 |
| 1632 | 54874549 | 25076756 | 27747657 | 59579612 | 51875090 |
| 1633 | 24988886 | 26209112 | 93690146 | 77755787 | 40581558 |
| 1634 | 74760234 | 89966674 | 41883845 | 97055829 | 77724502 |
| 1635 | 78487546 | 35666687 | 63785991 | 00577516 | 46093262 |
| 1636 | 81721821 | 73597647 | 73997060 | 76173765 | 56569598 |
| 1637 | 02001558 | 84886499 | 32923955 | 08959090 | 85646737 |
| 1638 | 95817755 | 80194606 | 74588499 | 97574349 | 79449954 |
| 1639 | 42951348 | 55179629 | 86452656 | 66554554 | 71769464 |
| 1640 | 38238587 | 17557448 | 75508132 | 35844508 | 99558468 |
| 1641 | 07640783 | 35199137 | 56013799 | 87686811 | 72968357 |
| 1642 | 70092764 | 21458266 | 09946478 | 50496548 | 57388946 |
| 1643 | 49232048 | 59096436 | 47315786 | 85874940 | 99574026 |
| 1644 | 79677877 | 83795903 | 92965047 | 32469891 | 07488870 |
| 1645 | 72878376 | 26793194 | 76499947 | 14158184 | 79740781 |
| 1646 | 75749449 | 12256828 | 07653685 | 39934565 | 79934709 |
| 1647 | 07504555 | 19141705 | 69168558 | 94543388 | 28712556 |
| 1648 | 94791947 | 86088514 | 61491856 | 66555126 | 67789005 |
| 1649 | 77386757 | 46945646 | 55870934 | 83441831 | 99069191 |
| 1650 | 78761935 | 62585579 | 78594921 | 71199276 | 99073393 |
| 1651 | 50649685 | 65667805 | 55365547 | 41886266 | 61366623 |
| 1652 | 45843415 | 70586954 | 68521488 | 95136766 | 83978669 |
| 1653 | 94579480 | 68334502 | 02611263 | 45775735 | 95559682 |
| 1654 | 79698725 | 45723986 | 81196427 | 45774884 | 55733568 |
| 1655 | 87794005 | 45249670 | 58358813 | 89454941 | 76366995 |
| 1656 | 86860816 | 66669579 | 14455390 | 54564445 | 74177155 |
| 1657 | 54295654 | 34926970 | 85771059 | 87569628 | 87268699 |
| 1658 | 95872589 | 41455246 | 55666856 | 95614748 | 79880173 |
| 1659 | 85717476 | 88153493 | 07797675 | 12298699 | 63099537 |
| 1660 | 79309942 | 13473044 | 58569278 | 75427657 | 64846540 |
| 1661 | 62065938 | 65536184 | 85017919 | 38979066 | 88967414 |
| 1662 | 18746868 | 92174669 | 13564688 | 09871095 | 16066263 |
| 1663 | 79719601 | 54545999 | 21943404 | 33488818 | 18100692 |
| 1664 | 48800574 | 43370770 | 17446697 | 96678715 | 97072974 |
| 1665 | 21555344 | 97848933 | 07464149 | 00076477 | 40677666 |
| 1666 | 06664860 | 76079678 | 84925989 | 21356774 | 57025779 |
| 1667 | 75258758 | 75998773 | 92070086 | 78589567 | 25888759 |
| 1668 | 39430669 | 35909977 | 86870574 | 97656419 | 58497465 |
| 1669 | 94805973 | 07484350 | 74249236 | 65814089 | 12287400 |
| 1670 | 86455433 | 15697579 | 89706303 | 98461575 | 15695899 |
| 1671 | 73999086 | 75848762 | 22832716 | 56831310 | 76762316 |
| 1672 | 79731519 | 47585672 | 18899175 | 95292914 | 82545790 |
| 1673 | 89159767 | 24957064 | 15891816 | 25437766 | 98038487 |
| 1674 | 55907950 | 71865963 | 64612509 | 92564885 | 46879786 |
| 1675 | 69444646 | 44544158 | 65858933 | 67978863 | 58896965 |
| 1676 | 49174875 | 81457888 | 90297742 | 87765757 | 89532329 |
| 1677 | 58959886 | 98756687 | 89827269 | 73991634 | 66955631 |
| 1678 | 03279792 | 66647203 | 54385895 | 44493161 | 97943546 |
| 1679 | 81596827 | 68680348 | 16822892 | 56707845 | 36094163 |
| 1680 | 77568165 | 79989583 | 76269677 | 72838991 | 11740865 |
| 1681 | 51498416 | 47089127 | 09442144 | 48527551 | 60531858 |
| 1682 | 26588756 | 81648823 | 89671558 | 96976745 | 45851656 |
| 1683 | 86637449 | 90084146 | 14644493 | 68782509 | 49745848 |
| 1684 | 80646579 | 64979659 | 73779677 | 16455148 | 84880940 |
| 1685 | 93579672 | 10245998 | 65550166 | 16808147 | 45359589 |
| 1686 | 78099986 | 89825969 | 54448876 | 87474911 | 79779089 |
| 1687 | 58296991 | 86714587 | 11608123 | 76501534 | 75852952 |
| 1688 | 11958547 | 95822517 | 59738804 | 92385598 | 91849594 |
| 1689 | 56496976 | 89443169 | 86479157 | 66870857 | 79778428 |
| 1690 | 24986442 | 96725444 | 79462572 | 77951877 | 85714085 |
| 1691 | 80951904 | 99074305 | 16588689 | 97162644 | 57866992 |
| 1692 | 74310648 | 21557247 | 22698678 | 90605759 | 96942639 |
| 1693 | 87592746 | 56512693 | 89006558 | 29981035 | 08546576 |
| 1694 | 74889476 | 99546789 | 05224896 | 84695018 | 65554284 |
| 1695 | 40078354 | 97549731 | 81528696 | 43354529 | 65108548 |
| 1696 | 79576130 | 74079598 | 52249678 | 79247879 | 11083916 |
| 1697 | 42735444 | 69309973 | 04666754 | 85117847 | 52951871 |
| 1698 | 44297727 | 02723926 | 94579079 | 98640580 | 70925598 |
| 1699 | 77496998 | 45168062 | 36398747 | 98787716 | 99934668 |
| 1700 | 55152629 | 36782751 | 11575855 | 54417762 | 94346379 |
| 1701 | 55528179 | 98408762 | 87459389 | 47835910 | 46656101 |
| 1702 | 75998744 | 87654844 | 22067665 | 85687973 | 70422448 |
| 1703 | 56655058 | 56849652 | 29509056 | 17799782 | 95247875 |
| 1704 | 74561509 | 89060486 | 58920345 | 83918489 | 46589176 |
| 1705 | 16984409 | 06896839 | 48614556 | 45478097 | 95623697 |
| 1706 | 57596079 | 47092444 | 78946619 | 09272779 | 85605235 |
| 1707 | 11489979 | 56947823 | 77476748 | 51035855 | 64768999 |
| 1708 | 54226674 | 57844874 | 46650946 | 71466293 | 40445049 |
| 1709 | 24667258 | 87945095 | 55407960 | 24995719 | 77734849 |
| 1710 | 75692700 | 49994578 | 40663740 | 72394195 | 13763988 |
| 1711 | 66843142 | 22681522 | 44041449 | 39455493 | 71773966 |
| 1712 | 04640953 | 84277684 | 76899573 | 94836266 | 19509441 |
| 1713 | 28338616 | 83971989 | 75794086 | 77974968 | 44149857 |
| 1714 | 69856682 | 64455181 | 11542596 | 25588887 | 88199194 |
| 1715 | 86657269 | 63696505 | 43456658 | 62698976 | 94986635 |
| 1716 | 13168077 | 17057424 | 25734863 | 45817605 | 88259264 |
| 1717 | 74888187 | 97871916 | 43695496 | 94146098 | 95864850 |
| 1718 | 32525984 | 44246987 | 64947867 | 66496797 | 83353107 |
| 1719 | 65786244 | 18955554 | 04577938 | 89595547 | 89276679 |
| 1720 | 68558574 | 11640196 | 24089886 | 86995080 | 75921729 |
| 1721 | 98834984 | 71850713 | 19886432 | 18880498 | 11020615 |
| 1722 | 42669545 | 23247550 | 58814545 | 58469689 | 49320166 |
| 1723 | 69289914 | 98626515 | 86207455 | 07841761 | 28264966 |
| 1724 | 34627053 | 06188366 | 74096534 | 66187613 | 68790530 |
| 1725 | 58548659 | 43914549 | 11908973 | 59863947 | 66256846 |
| 1726 | 44922060 | 47596442 | 56558169 | 49959071 | 26707816 |
| 1727 | 39578599 | 54477624 | 57040555 | 69766565 | 19877973 |
| 1728 | 19666395 | 96467794 | 13575701 | 88944648 | 47964785 |
| 1729 | 91171598 | 25898999 | 49956362 | 39888261 | 67291992 |
| 1730 | 20727788 | 24897984 | 76449972 | 45694849 | 52476189 |
| 1731 | 77386584 | 01609006 | 60985894 | 39804777 | 21196701 |
| 1732 | 46186699 | 04104781 | 25418597 | 63754678 | 16481686 |
| 1733 | 27286787 | 84687598 | 62099916 | 86198579 | 14668822 |
| 1734 | 77688448 | 89859417 | 99527467 | 39300599 | 77853393 |
| 1735 | 98246260 | 53265289 | 79849480 | 17048254 | 80736174 |
| 1736 | 64461750 | 68086227 | 75714672 | 34425314 | 54568897 |
| 1737 | 01436599 | 33913287 | 65279659 | 87819376 | 55242992 |
| 1738 | 74217963 | 70679567 | 38167008 | 20569653 | 83787886 |
| 1739 | 40445595 | 74606764 | 15742248 | 79975096 | 46358791 |
| 1740 | 90449845 | 09760458 | 00077862 | 92785296 | 50246522 |
| 1741 | 65534984 | 72776659 | 65558956 | 21548504 | 42264406 |
| 1742 | 75055389 | 55073988 | 49658143 | 19457996 | 14908558 |
| 1743 | 55630457 | 39977624 | 56405684 | 78317514 | 59485876 |
| 1744 | 07615792 | 51495568 | 61058191 | 64978948 | 32462583 |
| 1745 | 44374709 | 84204792 | 71668038 | 96809432 | 86189571 |
| 1746 | 42569578 | 45597851 | 78417650 | 77742920 | 68810403 |
| 1747 | 68650794 | 97606748 | 66847845 | 59638084 | 04528314 |
| 1748 | 75946676 | 25099974 | 09857645 | 91317890 | 07055874 |
| 1749 | 67283464 | 22979374 | 55039574 | 58292586 | 77044775 |
| 1750 | 38064535 | 36472574 | 95557858 | 59869987 | 46596739 |
| 1751 | 68542376 | 67464516 | 70996452 | 89374288 | 23049131 |
| 1752 | 17388508 | 24381027 | 58863953 | 94218404 | 28828502 |
| 1753 | 88279038 | 99700375 | 77973545 | 44678536 | 44832868 |
| 1754 | 84457175 | 60358496 | 47848868 | 53868566 | 59477452 |
| 1755 | 21996187 | 59861155 | 14544693 | 40669774 | 09499832 |
| 1756 | 65947579 | 49979549 | 59283234 | 33560788 | 58999478 |
| 1757 | 56961025 | 16796468 | 66635673 | 67621556 | 41713566 |
| 1758 | 49875985 | 76484525 | 84207675 | 97589184 | 63528089 |
| 1759 | 66935469 | 06312393 | 90498166 | 98598894 | 77494576 |
| 1760 | 85469986 | 87429895 | 64765887 | 85699754 | 19447055 |
| 1761 | 07346355 | 71579578 | 54157759 | 44812434 | 20153914 |
| 1762 | 91927745 | 44493737 | 87646944 | 17824808 | 58485844 |
| 1763 | 49215941 | 78519347 | 27618795 | 74677636 | 49843471 |
| 1764 | 78514017 | 92964831 | 87084446 | 96586774 | 45433994 |
| 1765 | 43677146 | 71782745 | 40459048 | 71860839 | 85698875 |
| 1766 | 99716417 | 66614706 | 86795762 | 80899575 | 40453446 |
| 1767 | 72510434 | 45287855 | 85936459 | 75893592 | 90877084 |
| 1768 | 69685364 | 14964671 | 91254658 | 75789616 | 26619848 |
| 1769 | 65246671 | 13745014 | 17324101 | 83595966 | 19669559 |
| 1770 | 77640255 | 10907947 | 79985708 | 44353595 | 89547245 |
| 1771 | 54689405 | 02735966 | 78788716 | 90565474 | 86146975 |
| 1772 | 77344724 | 93702889 | 83593939 | 34248440 | 81554947 |
| 1773 | 98269764 | 94948505 | 95139194 | 88239335 | 78375276 |
| 1774 | 68895777 | 68419204 | 96462209 | 13210097 | 25766763 |
| 1775 | 74707475 | 09598981 | 57616767 | 26796718 | 76739415 |
| 1776 | 22749296 | 75543849 | 83560798 | 56552085 | 94564395 |
| 1777 | 97467766 | 49920578 | 56731974 | 98522146 | 73290915 |
| 1778 | 97740864 | 76894441 | 76135647 | 89740661 | 65979829 |
| 1779 | 09916976 | 47744278 | 76875454 | 44864457 | 58498024 |
| 1780 | 54848487 | 64434545 | 07797054 | 90939292 | 76313892 |
| 1781 | 69839555 | 95656355 | 77068558 | 58392859 | 27365941 |
| 1782 | 55043423 | 99998773 | 25634374 | 64917603 | 47038372 |
| 1783 | 89436507 | 93661622 | 85684122 | 32665656 | 29497034 |
| 1784 | 46510789 | 48539794 | 96295562 | 75035369 | 50461348 |
| 1785 | 72154565 | 47135160 | 41066559 | 51674463 | 97916542 |
| 1786 | 67366726 | 41699681 | 87745171 | 89808537 | 56487627 |
| 1787 | 43849615 | 78123398 | 59839642 | 37537598 | 18916511 |
| 1788 | 76897588 | 97925676 | 51404486 | 27048643 | 73527882 |
| 1789 | 76516975 | 75068968 | 47866269 | 89099606 | 49702386 |
| 1790 | 75769444 | 44689861 | 14377658 | 40970706 | 56598877 |
| 1791 | 65528668 | 06951656 | 93957465 | 45995445 | 49058898 |
| 1792 | 87749402 | 68686591 | 44494566 | 08110969 | 68308377 |
| 1793 | 01798458 | 97637945 | 44072862 | 86448180 | 76395659 |
| 1794 | 17465799 | 89847994 | 58885598 | 78449237 | 81620473 |
| 1795 | 83499498 | 75806086 | 59239651 | 96867934 | 22794397 |
| 1796 | 15477669 | 36703599 | 64264233 | 71345429 | 34897765 |
| 1797 | 40960579 | 66679954 | 98115917 | 99574488 | 16758714 |
| 1798 | 73716162 | 49814808 | 58979820 | 35559572 | 55855675 |
| 1799 | 52970899 | 08845495 | 52720575 | 70659645 | 55196546 |
| 1800 | 02788808 | 75798042 | 64812288 | 48643058 | 48335176 |
| 1801 | 48754845 | 44676689 | 75668247 | 86193734 | 62947670 |
| 1802 | 75469946 | 80129020 | 09524501 | 33867943 | 02569792 |
| 1803 | 45409607 | 79782021 | 89106770 | 38364271 | 50853688 |
| 1804 | 21481664 | 58968254 | 62646717 | 18945466 | 33694656 |
| 1805 | 57994046 | 68524444 | 99960526 | 64679114 | 68547055 |
| 1806 | 52897874 | 64050482 | 40346548 | 54955780 | 48142096 |
| 1807 | 86895099 | 38776656 | 90948701 | 84948045 | 93286214 |
| 1808 | 81021657 | 93126838 | 32023559 | 66542842 | 24146958 |
| 1809 | 20767495 | 74656565 | 60917547 | 67408945 | 06769751 |
| 1810 | 07857981 | 95565555 | 19419075 | 97773942 | 85583505 |
| 1811 | 33681564 | 44722866 | 51958274 | 53559168 | 26961758 |
| 1812 | 55780813 | 37684724 | 90779085 | 10876550 | 86287981 |
| 1813 | 94710301 | 62800788 | 57584360 | 66556874 | 66284248 |
| 1814 | 85588065 | 98714829 | 32601036 | 33764148 | 40253426 |
| 1815 | 33902977 | 96878130 | 26976829 | 68419667 | 96185577 |
| 1816 | 97635550 | 49437375 | 66987896 | 30580595 | 76144176 |
| 1817 | 55854805 | 59378457 | 85654790 | 74788928 | 47958443 |
| 1818 | 95818303 | 22840326 | 75937642 | 19464997 | 85674979 |
| 1819 | 69949256 | 80339672 | 00866377 | 69115740 | 03194624 |
| 1820 | 90195686 | 52765429 | 61891637 | 14835018 | 80182612 |
| 1821 | 28085885 | 92647036 | 92547505 | 08820697 | 05428291 |
| 1822 | 49107879 | 62467597 | 99363103 | 93902408 | 84474406 |
| 1823 | 74711029 | 57132658 | 74865977 | 07878665 | 77749306 |
| 1824 | 86241497 | 82482173 | 16855723 | 37579968 | 95834676 |
| 1825 | 79784624 | 74489788 | 70264895 | 51982042 | 95595889 |
| 1826 | 84470128 | 65937308 | 46414825 | 01698155 | 34989771 |
| 1827 | 82960468 | 74917561 | 04422466 | 45744884 | 85664795 |
| 1828 | 62257844 | 67729536 | 68635734 | 94898558 | 75491498 |
| 1829 | 62882737 | 79686079 | 80586644 | 63516798 | 61147602 |
| 1830 | 88519875 | 94685473 | 09953451 | 57155938 | 76504678 |
| 1831 | 56294477 | 89447946 | 97878464 | 70275264 | 34666569 |
| 1832 | 39494195 | 90704175 | 66085335 | 34749561 | 68760594 |
| 1833 | 34788586 | 14204694 | 91228017 | 66525149 | 18840869 |
| 1834 | 78547484 | 48755562 | 58927652 | 54677984 | 57852295 |
| 1835 | 65847518 | 47624187 | 11975467 | 38669303 | 63966441 |
| 1836 | 48069644 | 95916761 | 75344677 | 14858974 | 24005549 |
| 1837 | 72961768 | 09274471 | 75676444 | 41894648 | 77897798 |
| 1838 | 83339409 | 82258977 | 79276652 | 79622509 | 63462674 |
| 1839 | 49698838 | 26769474 | 63844731 | 30944446 | 15657934 |
| 1840 | 57744757 | 74784821 | 06644574 | 88199788 | 87369680 |
| 1841 | 85149507 | 55516083 | 34667698 | 16090576 | 96083765 |
| 1842 | 48679796 | 69706367 | 67050536 | 93547378 | 14747672 |
| 1843 | 39890677 | 07973559 | 83384457 | 77422787 | 56864081 |
| 1844 | 79405878 | 55679618 | 79462138 | 57510734 | 89107187 |
| 1845 | 99694797 | 22909399 | 00888074 | 47187585 | 87685419 |
| 1846 | 29698996 | 60945496 | 04733915 | 87114954 | 80461444 |
| 1847 | 56107586 | 36677598 | 52494664 | 53754792 | 83087938 |
| 1848 | 94781076 | 08958905 | 68824156 | 73051666 | 68246542 |
| 1849 | 59597894 | 68928818 | 58036689 | 14606919 | 05964761 |
| 1850 | 58499339 | 51507703 | 96797509 | 76293066 | 96875882 |
| 1851 | 22759581 | 19675737 | 85578776 | 68796690 | 00356539 |
| 1852 | 26454999 | 96476104 | 47577564 | 07987735 | 68643646 |
| 1853 | 78590675 | 49506515 | 98156970 | 56572861 | 12404788 |
| 1854 | 44995447 | 61546497 | 61055646 | 84595167 | 99769325 |
| 1855 | 81609775 | 19792848 | 15419296 | 43395708 | 53455678 |
| 1856 | 74797491 | 34576848 | 79980341 | 04942942 | 75674933 |
| 1857 | 61567447 | 97799998 | 47792190 | 49846074 | 48998774 |
| 1858 | 45038967 | 45654724 | 53949687 | 65544438 | 56673002 |
| 1859 | 03191107 | 94884772 | 90562848 | 28961239 | 88538076 |
| 1860 | 86585399 | 65007610 | 95671764 | 82770244 | 65596184 |
| 1861 | 76516449 | 94466584 | 88856848 | 86076796 | 86783810 |
| 1862 | 63680708 | 69977954 | 34689756 | 45977491 | 79558244 |
| 1863 | 45092815 | 35568998 | 50763874 | 07845096 | 13090836 |
| 1864 | 89737451 | 34788168 | 25947653 | 71602265 | 72359516 |
| 1865 | 69816425 | 75660477 | 95559568 | 47988718 | 48780198 |
| 1866 | 53382798 | 41416474 | 73550857 | 48659973 | 82819863 |
| 1867 | 31925383 | 50149785 | 67776265 | 76580868 | 09927108 |
| 1868 | 62587292 | 05850756 | 76896822 | 67371023 | 93647594 |
| 1869 | 77357180 | 84288426 | 89663996 | 84089687 | 08198799 |
| 1870 | 98557835 | 99535702 | 00977543 | 88658616 | 79656597 |
| 1871 | 80979114 | 67087504 | 46420644 | 58965242 | 58856464 |
| 1872 | 55989948 | 49577366 | 59756838 | 15565233 | 89354049 |
| 1873 | 53861276 | 18869895 | 48946266 | 19503407 | 58195895 |
| 1874 | 25345644 | 37500863 | 99945954 | 54679069 | 71636777 |
| 1875 | 97483515 | 76645391 | 06311903 | 95788877 | 25684577 |
| 1876 | 74766275 | 76278309 | 85871597 | 04877093 | 19743288 |
| 1877 | 58694325 | 47446971 | 84425758 | 55156469 | 95525604 |
| 1878 | 69175483 | 28790664 | 25152755 | 56747818 | 97674058 |
| 1879 | 41119020 | 51412576 | 97845958 | 33965561 | 69774788 |
| 1880 | 55708849 | 48479776 | 97278526 | 86788295 | 88691624 |
| 1881 | 21444798 | 94268249 | 79167111 | 84465777 | 57607656 |
| 1882 | 26835579 | 27504465 | 19346986 | 49807724 | 86437222 |
| 1883 | 27605057 | 47612286 | 14888687 | 88806682 | 21456654 |
| 1884 | 75265297 | 31487546 | 58849438 | 17511804 | 66269747 |
| 1885 | 59537373 | 52859602 | 58396250 | 38396765 | 46904399 |
| 1886 | 87552945 | 00627847 | 94534049 | 76536590 | 65245972 |
| 1887 | 98763797 | 64107811 | 34989514 | 56855515 | 38343654 |
| 1888 | 37416714 | 08277904 | 78999960 | 53286575 | 95999349 |
| 1889 | 73553856 | 89988935 | 46664356 | 87898582 | 98685980 |
| 1890 | 88364796 | 89775948 | 94704497 | 72035037 | 69471858 |
| 1891 | 21324564 | 78557459 | 23569411 | 24645305 | 92654489 |
| 1892 | 39885794 | 85566576 | 04255527 | 96476455 | 52489564 |
| 1893 | 43658774 | 75957064 | 89554494 | 07718173 | 57899594 |
| 1894 | 54860575 | 03497168 | 28745566 | 89754231 | 05427319 |
| 1895 | 75519205 | 18987683 | 11591822 | 46760810 | 74317893 |
| 1896 | 88358888 | 98199587 | 50058916 | 02018972 | 57424776 |
| 1897 | 46728801 | 38958952 | 41904567 | 99454489 | 99204656 |
| 1898 | 09281664 | 77558819 | 86873815 | 55449435 | 67383683 |
| 1899 | 95448592 | 61638407 | 55693928 | 56129998 | 76427664 |
| 1900 | 42739240 | 60674829 | 64946263 | 81207635 | 84869446 |
| 1901 | 22119859 | 84860288 | 35669991 | 16764439 | 01122304 |
| 1902 | 37755585 | 64999667 | 16100998 | 58778663 | 47944543 |
| 1903 | 31868571 | 44603726 | 47684300 | 98147339 | 08739396 |
| 1904 | 84924737 | 66264461 | 18477166 | 79299550 | 95601737 |
| 1905 | 95368319 | 35966977 | 17591287 | 75300556 | 64496908 |
| 1906 | 52964855 | 29217892 | 07668965 | 65556425 | 94565494 |
| 1907 | 93845564 | 87658659 | 42413298 | 99606614 | 65287796 |
| 1908 | 84636726 | 49276624 | 91575587 | 68374715 | 25021854 |
| 1909 | 94960271 | 11753984 | 17575077 | 59689649 | 80574652 |
| 1910 | 47869866 | 44070996 | 02577664 | 46847509 | 87557761 |
| 1911 | 49726076 | 85000620 | 74964474 | 63575766 | 78089789 |
| 1912 | 07901571 | 67763755 | 78775371 | 81989899 | 55078558 |
| 1913 | 71262346 | 53796471 | 75605476 | 43524906 | 71997983 |
| 1914 | 84498524 | 85795694 | 60699790 | 47459542 | 75567005 |
| 1915 | 53655874 | 78370307 | 49349989 | 36571886 | 73841078 |
| 1916 | 07457576 | 24345841 | 88495049 | 60487961 | 36852786 |
| 1917 | 97345003 | 84889486 | 04744468 | 72499593 | 76377557 |
| 1918 | 69987236 | 46756488 | 44478934 | 28595665 | 44467986 |
| 1919 | 75204068 | 60692671 | 78946865 | 36486081 | 40749377 |
| 1920 | 55384575 | 69172992 | 44131750 | 83268386 | 99425777 |
| 1921 | 94984886 | 02389104 | 61979822 | 86115869 | 53811676 |
| 1922 | 31184048 | 04615556 | 77750798 | 65807507 | 70759971 |
| 1923 | 98065444 | 68268581 | 18699146 | 22844494 | 18355672 |
| 1924 | 84773535 | 61336682 | 59777948 | 45603627 | 55532904 |
| 1925 | 87467540 | 86281585 | 64547599 | 30657696 | 58756957 |
| 1926 | 35685036 | 71975947 | 83628476 | 40996984 | 54470488 |
| 1927 | 15566628 | 14792448 | 64217746 | 52635664 | 48398778 |
| 1928 | 57148654 | 45396747 | 95163339 | 59777656 | 86816520 |
| 1929 | 88178896 | 16892781 | 28289545 | 37688411 | 85104045 |
| 1930 | 34598591 | 12243889 | 47347987 | 46196598 | 16658905 |
| 1931 | 63682495 | 76256559 | 92284454 | 05977988 | 66294983 |
| 1932 | 17437688 | 25641888 | 53828799 | 95975386 | 95574108 |
| 1933 | 51491819 | 45985845 | 76603658 | 28543657 | 56986632 |
| 1934 | 08868302 | 66599706 | 57707949 | 60531573 | 62727954 |
| 1935 | 54453724 | 63574738 | 48768859 | 63418473 | 78189394 |
| 1936 | 36596537 | 41575243 | 24076089 | 95128663 | 82478884 |
| 1937 | 65339248 | 55438013 | 98404688 | 15440877 | 30911993 |
| 1938 | 63587397 | 59159785 | 17408599 | 02665803 | 23516884 |
| 1939 | 37946247 | 73468499 | 89817964 | 27379949 | 84922056 |
| 1940 | 13665661 | 25940884 | 34967045 | 66136790 | 60175714 |
| 1941 | 69587753 | 01365010 | 76358745 | 39709498 | 16999931 |
| 1942 | 42290567 | 65737996 | 87571707 | 27727744 | 35478393 |
| 1943 | 48167120 | 69993157 | 69091688 | 31398522 | 15545884 |
| 1944 | 46610848 | 06573396 | 61385766 | 34812669 | 37495178 |
| 1945 | 68294962 | 56426667 | 94634767 | 99577999 | 42290706 |
| 1946 | 65547604 | 69891346 | 69768568 | 41058678 | 61545247 |
| 1947 | 28418947 | 90877155 | 67944155 | 44849163 | 89490837 |
| 1948 | 68967988 | 45707967 | 60588848 | 99534659 | 94336699 |
| 1949 | 54054655 | 25425995 | 09424858 | 45940758 | 66526295 |
| 1950 | 91957874 | 14915351 | 66517295 | 77946892 | 19233676 |
| 1951 | 25484463 | 11477961 | 69791836 | 49823907 | 92540771 |
| 1952 | 68506154 | 06490870 | 95809596 | 46921324 | 48835062 |
| 1953 | 19797549 | 67869038 | 84407630 | 71555979 | 19137681 |
| 1954 | 94947667 | 63000570 | 46627874 | 99754654 | 90625669 |
| 1955 | 53474765 | 92684810 | 75697766 | 48055796 | 57787442 |
| 1956 | 46686859 | 14586557 | 71808895 | 64889925 | 45466797 |
| 1957 | 95553478 | 81190076 | 23447644 | 59725190 | 57013577 |
| 1958 | 48514577 | 73825661 | 74812876 | 05757347 | 76849646 |
